Accession No,Barcode,Order,Family,species,species_old,Preferred_Name,locality,collector,date_origional,date_mod,day,month,month_chr,year,date_chr,date,Determiner,Specimen Type,collection,method
NZAC04104532,NZAC04104532,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Waimate,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04104642,NZAC04104642,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Waimate,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04104718,NZAC04104718,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Winchester,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04104779,NZAC04104779,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Winchester,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04105622,NZAC04105622,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Waimate,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04104968,NZAC04104968,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Waimate,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04105223,NZAC04105223,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Winchester,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04105128,NZAC04105128,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Winchester,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04105402,NZAC04105402,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Winchester,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04105628,NZAC04105628,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Winchester,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04105074,NZAC04105074,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Winchester,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04100047,NZAC04100047,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Timaru Gardens,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04099201,NZAC04099201,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Waimate,L. Gurr,10/10/1954,10/10/1954,10,10,October,1954,10/October/1954,10/10/1954,,Pin,NZAC,no_data
NZAC04093875,NZAC04093875,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Duntroon,L. Gurr,11/10/1954,11/10/1954,11,10,October,1954,11/October/1954,11/10/1954,,Pin,NZAC,no_data
NZAC04093493,NZAC04093493,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Windsor Downs,L. Gurr,11/10/1954,11/10/1954,11,10,October,1954,11/October/1954,11/10/1954,,Pin,NZAC,no_data
NZAC04093628,NZAC04093628,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Duntroon,L. Gurr,11/10/1954,11/10/1954,11,10,October,1954,11/October/1954,11/10/1954,,Pin,NZAC,no_data
NZAC04105288,NZAC04105288,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Dunedin,L. Gurr,12/11/1954,12/11/1954,12,11,November,1954,12/November/1954,12/11/1954,,Pin,NZAC,no_data
NZAC04099970,NZAC04099970,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Nelson,L. Gurr,23/12/1954,23/12/1954,23,12,December,1954,23/December/1954,23/12/1954,,Pin,NZAC,no_data
NZAC04092832,NZAC04092832,Hymenoptera,Apidae,Bombus terrestris,Bombusruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Rocky Creek,L Gurr,17.11.54,11.12.2393,17,11,November,1954,17/November/1954,17/11/1954,,Pin,NZAC,no_data
NZAC04094389,NZAC04094389,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007",Tarras,E.S. Gourlay,16/01/1954,16/01/1954,16,1,January,1954,16/January/1954,16/01/1954,,Pin,NZAC,no_data
NZAC04094577,NZAC04094577,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007",Tarras,E.S. Gourlay,16/01/1954,16/01/1954,16,1,January,1954,16/January/1954,16/01/1954,,Pin,NZAC,no_data
NZAC04094358,NZAC04094358,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007",Tarras,E.S. Gourlay,16/01/1954,16/01/1954,16,1,January,1954,16/January/1954,16/01/1954,,Pin,NZAC,no_data
NZAC04094588,NZAC04094588,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007",Tarras,E.S. Gourlay,16/01/1954,16/01/1954,16,1,January,1954,16/January/1954,16/01/1954,,Pin,NZAC,no_data
NZAC04093201,NZAC04093201,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007",Tarras,E.S. Gourlay,16/01/1954,16/01/1954,16,1,January,1954,16/January/1954,16/01/1954,,Pin,NZAC,no_data
NZAC04093077,NZAC04093077,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007",Tarras,E.S. Gourlay,16/01/1954,16/01/1954,16,1,January,1954,16/January/1954,16/01/1954,,Pin,NZAC,no_data
NZAC04093056,NZAC04093056,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007",Tarras,E.S. Gourlay,16/01/1954,16/01/1954,16,1,January,1954,16/January/1954,16/01/1954,,Pin,NZAC,no_data
NZAC04094522,NZAC04094522,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007",Crown Range,E.S. Gourlay,19/01/1954,19/01/1954,19,1,January,1954,19/January/1954,19/01/1954,,Pin,NZAC,no_data
NZAC04100070,NZAC04100070,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007",Beeby's Knob,B.B. Given,23/02/1954,23/02/1954,23,2,February,1954,23/February/1954,23/02/1954,,Pin,NZAC,no_data
NZAC04098933,NZAC04098933,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007",Beeby's Knob,B.B. Given,23/02/1954,23/02/1954,23,2,February,1954,23/February/1954,23/02/1954,,Pin,NZAC,no_data
NZAC04100603,NZAC04100603,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007",Beeby's Knob,E.S. Gourlay,23/02/1054,11.12.2670,23,2,February,1954,23/February/1954,23/02/1954,,Pin,NZAC,no_data
NZAC04094511,NZAC04094511,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2439,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092981,NZAC04092981,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2440,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092995,NZAC04092995,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2441,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04093712,NZAC04093712,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2442,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04093283,NZAC04093283,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2443,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04093220,NZAC04093220,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2444,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092565,NZAC04092565,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2445,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092948,NZAC04092948,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2446,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092769,NZAC04092769,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2447,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04094590,NZAC04094590,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2448,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04093289,NZAC04093289,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2449,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092639,NZAC04092639,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2450,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092749,NZAC04092749,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2451,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092627,NZAC04092627,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2452,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04092752,NZAC04092752,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2453,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04093648,NZAC04093648,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2454,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04070451,NZAC04070451,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2455,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04094162,NZAC04094162,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2456,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04105384,NZAC04105384,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2457,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04104935,NZAC04104935,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2458,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04100369,NZAC04100369,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2459,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04100143,NZAC04100143,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2460,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04096527,NZAC04096527,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2461,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04099172,NZAC04099172,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2462,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04032933,NZAC04032933,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Queenstown,E.S. Gourlay,19.01.1954,11.12.2463,19,1,January,1954,19/January/1954,19/01/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04032533,NZAC04032533,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,K. Wise,1/01/1954,1/01/1954,1,1,January,1954,1/January/1954,1/01/1954,,Pin,NZAC,no_data
NZAC04092579,NZAC04092579,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus (Leioproctus) imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Little Barrier Island,R.A. Harrison,26.11.1954,11.12.2753,26,11,November,1954,26/November/1954,26/11/1954,B.J. Donovan,Pin,NZAC,no_data
NZAC04099636,NZAC04099636,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,L Gurr,7.1.55,11.12.2926,7,1,January,1955,7/January/1955,7/01/1955,,Pin,NZAC,no_data
NZAC04105259,NZAC04105259,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Massey College,L.G. [Gurr?],Mar-55,Mar-55,NA,3,March,1955,NA/March/1955,NA,,Pin,NZAC,no_data
NZAC04093440,NZAC04093440,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)","Tekapo, Sawdon St.",L Gurr,17.11.55,11.12.2394,17,11,November,1955,17/November/1955,17/11/1955,,Pin,NZAC,no_data
NZAC04093376,NZAC04093376,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Tauranga,,24/06/1955,24/06/1955,24,6,June,1955,24/June/1955,24/06/1955,,Pin,NZAC,no_data
NZAC04093488,NZAC04093488,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stewart Island, Owen Island",R.K. Dell & B.A. Holloway,29.01.1955,11.12.2846,29,1,January,1955,29/January/1955,29/01/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04094175,NZAC04094175,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2154,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04093566,NZAC04093566,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2155,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04104796,NZAC04104796,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2156,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04104858,NZAC04104858,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2157,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04105642,NZAC04105642,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2158,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04104574,NZAC04104574,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2159,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04104643,NZAC04104643,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2160,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04100157,NZAC04100157,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2161,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04092955,NZAC04092955,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2162,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04094278,NZAC04094278,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2163,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04092954,NZAC04092954,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2164,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04093688,NZAC04093688,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2165,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04093106,NZAC04093106,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2166,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04093414,NZAC04093414,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2167,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04100460,NZAC04100460,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2168,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04100534,NZAC04100534,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2169,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04093546,NZAC04093546,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2170,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04093754,NZAC04093754,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2171,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04092684,NZAC04092684,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2172,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04100408,NZAC04100408,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2173,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04099011,NZAC04099011,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2174,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
NZAC04100802,NZAC04100802,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Christchurch,R.W. Lug,14.12.1955,11.12.2175,14,12,December,1955,14/December/1955,14/12/1955,B.J. Donovan,Pin,NZAC,no_data
